mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
1.3475328044189687,1.1357264325647933,1.4878573272893278,197.71866759943498,-2.1384498727839114,-1.1162255804887686,0.16800114937904564,0.13420943335922875,0.2769750035327294,0.24692026769561115,36.003426584998714,-5.122193700327497,-1.365805613496092,0.53775829967912,0.16800114937904564,0.13420943335922875,0.043213951545167474,0.0,62676.047303724416
