KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
58.86089308710906,-2.3417866941901897,-1.691957406461696,5.425634227486091,29.655703520891628,1.429479259028429,1.3577186265714447
