KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
62.10542265734829 -2.012356536801078 -1.0634129250051911 1.1639778176652558 37.076824557688745 0.0 1.0 0.0 -167.68386991259106 -11.921963713088441
42.67805691361318 -2.0751598401964007 -1.0659835259407155 1.2750086418392215 35.031413040048115 0.0 1.0 0.0 -167.30925131858757 -11.824475841722723
41.01806281898745 -2.2216172791232127 -1.2499903707507725 0.8259692792403865 46.1974616367964 0.0 1.0 0.0 -165.61801439375932 -12.364362879891447
40.49135513448208 -2.0503648129941463 -1.3105396042604063 0.7460024029778205 34.86040701317002 0.0 1.0 0.0 -164.73261117111937 -12.162747847189014
45.80163574972395 -2.301763329988995 -0.8965697241275263 0.6288993788790214 52.820258810658665 0.0 1.0 0.0 -164.64808233928088 -12.721321761616174
22.079999936125333 -2.0413960981394355 -1.2526170514070167 1.237303088930449 36.56046789527186 0.0 1.0 0.0 -164.63823671556312 -11.879471159142735
72.74851292015894 -2.0457882813036887 -1.3953431229298845 0.24291349399237167 31.101167630490643 0.0 1.0 0.0 -164.3088219806614 -13.085981485016788
51.28247744230348 -2.307751254012409 -0.9512594769245695 0.9644063741624793 45.967354733180095 0.0 1.0 0.0 -164.11305622811946 -12.248130615908835
45.92671902810257 -1.9374234090232219 -1.1638195850213053 1.1865107773953807 30.17967254517944 0.0 1.0 0.0 -163.81238292496738 -11.706730887531762
29.172626918930398 -2.1954428603657674 -1.3458334101601044 1.0952170313029914 31.778206642897242 0.0 1.0 0.0 -163.76378750628615 -11.80024000469104
28.54202873373747 -2.3183048460520173 -0.9294142454553813 1.1195238571913717 55.4313054717251 0.0 1.0 0.0 -163.7488666217663 -12.344456366107956
35.90096113087042 -1.9732066331797014 -1.232137252553883 1.4295488711521676 28.604049702909077 0.0 1.0 0.0 -163.6955192782453 -11.587389395711583
28.577774242928555 -2.584753363147512 -1.0709556200801635 0.5820857473897103 53.469111001176344 0.0 1.0 0.0 -163.63935547851455 -12.801196455054843
56.18589067838794 -2.740487556759068 -1.1561452308117597 0.2259897939789876 45.19889506424089 0.0 1.0 0.0 -163.47217333864157 -13.530696837468788
48.962515319664256 -2.168744080194719 -1.3302859680849317 0.8513808376728748 34.1256042108339 0.0 1.0 0.0 -163.46570818955715 -12.038645253696155
34.92797969456531 -2.2501846816453157 -1.362137356884354 1.1061542417000287 30.18335033489617 0.0 1.0 0.0 -163.4059410129453 -11.743192411777951
33.212808941998915 -2.0592174251105164 -1.2043349724135806 1.1421989532015087 41.6078128858172 0.0 1.0 0.0 -163.10945893022884 -12.046926060958345
27.526661792186214 -1.800823125757615 -1.1958954171576042 1.3424747256872342 28.97283041390459 0.0 1.0 0.0 -163.0517803365941 -11.616485873028699
68.89294555855142 -2.0861332153880845 -0.9957438075410803 0.5820324092903397 42.260964971083645 0.0 1.0 0.0 -163.00366119405328 -12.566037225163527
47.716280161607955 -2.016150510232594 -1.1512275674538177 1.1486597721703455 37.554750055375116 0.0 1.0 0.0 -162.96470543256694 -11.941511044173978
37.04638628544864 -2.170823629931471 -1.352258569602589 1.1773321452016272 29.56166847758995 0.0 1.0 0.0 -162.94363686816996 -11.689801708707472
21.872833453507127 -2.1850309556007486 -1.1577816827504523 0.40431465753682233 50.343406698119175 0.0 1.0 0.0 -162.9288171766545 -13.07565690658057
44.591323761048415 -2.1175325514416645 -1.0966733448647898 0.8832551162189954 37.843629194515 0.0 1.0 0.0 -162.882661301486 -12.115018587425471
66.3204646428612 -2.27133689343978 -1.0831293908580983 0.4183730349223589 43.79517996017592 0.0 1.0 0.0 -162.85933098688267 -12.904082693698072
67.67874716673091 -2.237717287889755 -1.1683402169923691 0.15025162207543627 44.10834965493501 0.0 1.0 0.0 -162.8430927008029 -13.909690756849693
51.88974486419126 -1.895448649385625 -1.0930603353050605 0.45717559470573005 57.21454987377356 0.0 1.0 0.0 -162.81063569789623 -13.088409170763287
64.00235863999941 -1.9433268040789828 -1.263794988358425 0.6465611608175743 30.729107810809005 0.0 1.0 0.0 -162.76670742061512 -12.155801187966947
65.98029077029825 -1.964379924572267 -1.1990876333210236 0.21370797121751628 49.28629462580382 0.0 1.0 0.0 -162.763780888314 -13.67224665138374
36.45905284639089 -2.548071528768076 -1.2813465973125497 1.0984279895374334 34.58452827329112 0.0 1.0 0.0 -162.74748085030757 -11.883218554098317
66.34207404446826 -2.057011387062812 -1.382285955838711 0.43038713907630755 33.41819993666476 0.0 1.0 0.0 -162.6813751754993 -12.607068205931107
37.537311796186756 -1.865017600633848 -1.3486667765491784 1.280793407068439 26.15588853096942 0.0 1.0 0.0 -162.65133187771931 -11.530560506161995
54.35681818269115 -2.542973632596415 -1.0850104981271365 0.7105350952963385 44.79808961378491 0.0 1.0 0.0 -162.62703991229586 -12.453341310539088
38.4689014841081 -1.7474596680567416 -1.2507339796326797 0.75828484222065 43.76496801266384 0.0 1.0 0.0 -162.600234482385 -12.377101703010236
67.27444427876954 -2.1214219270750814 -1.3662646731220727 0.1822277433647335 35.21073574205058 0.0 1.0 0.0 -162.55527302635502 -13.493222017408488
47.31179251562168 -1.825605102829579 -1.3390743734494663 0.6765435980510976 36.55127800265434 0.0 1.0 0.0 -162.5140911948736 -12.290790981989463
58.639440068328504 -2.469528146347698 -1.0863754927019085 0.6409219738640085 44.40038092038168 0.0 1.0 0.0 -162.50798344060746 -12.53135409989148
58.48433194852654 -1.8957889539496147 -0.9280550601723991 0.6849401469301665 48.18565999052353 0.0 1.0 0.0 -162.49743100639841 -12.556768614042138
31.014807992929843 -1.548456435607189 -1.231738890155812 1.3598190925809444 29.77765244908849 0.0 1.0 0.0 -162.3522535568778 -11.64001330382715
57.85669041208716 -2.055407177080514 -1.404688815217043 0.23690626008100685 37.990857320526736 0.0 1.0 0.0 -162.3516757565922 -13.310640256396859
27.58898783341664 -2.345018804156566 -1.227499011608439 0.9901344402185533 38.184211381657434 0.0 1.0 0.0 -162.31489137309373 -12.045261806721248
30.482875372342477 -2.586506783098449 -1.2298154180439842 0.6372186809922744 44.4785748599453 0.0 1.0 0.0 -162.29820354935535 -12.53809725073517
24.561482384154843 -2.2064262714866816 -1.113083622951383 0.8112808182573183 51.61275957347986 0.0 1.0 0.0 -162.28021167161393 -12.488950820788997
26.924152527540556 -2.2718196395095918 -1.073819314038204 0.6367489093561461 54.77090925411862 0.0 1.0 0.0 -162.22890183654937 -12.746883782768286
64.44212306683059 -1.9149368969508154 -1.4236927850653087 0.3716995038269342 35.04528244056847 0.0 1.0 0.0 -162.22713913448317 -12.793276606456168
25.910529931703262 -2.3874557413571713 -1.1414774543778199 0.6888557405365733 44.62592026340558 0.0 1.0 0.0 -162.2017391093179 -12.475247662432585
