KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
44.32964308710906,-1.9482438629824448,-1.1810595054510342,22.48102781349192,125.4408274878338,1.3677508639667004,1.0277186265714446
