KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
32.61089308710906,-1.584575869579393,-0.8172938188222681,53.18073626830242,34.36644732254453,2.2165162960654667,1.2077186265714448
