KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
24.781984411267544,-1.2640061274426355,-1.3537538685416959,32.11013057158635,19.733617440537508,2.1249583245138637,1.0113374303874763
