,jd,mag,mag_unc,filter,limmag,programid
0,44243.44227115953,23.911600573815715,0.1,ps1__g,inf,0.0
1,44243.44227115953,24.477157149441698,0.1,ps1__r,inf,0.0
2,44243.44227115953,20.91020532887548,0.1,ps1__i,inf,0.0
3,44243.44227115953,24.913184471014894,0.1,2massh,inf,0.0
4,44243.44227115953,24.748557989056238,0.1,sdssu,inf,0.0
5,44243.44227115953,25.617994934038432,0.1,ps1__z,inf,0.0
6,44243.54227115953,23.0659273912463,0.1,ps1__r,inf,0.0
7,44243.54227115953,23.670482413567775,0.1,ps1__z,inf,0.0
8,44243.54227115953,22.669473930663717,0.1,ps1__g,inf,0.0
9,44243.54227115953,23.020155997304975,0.1,sdssu,inf,0.0
10,44243.54227115953,20.944589218321006,0.1,ps1__i,inf,0.0
11,44243.54227115953,23.524048016196026,0.1,2massh,inf,0.0
12,44243.64227115954,22.082689963956778,0.1,2massh,inf,0.0
13,44243.64227115954,21.55858729179216,0.1,ps1__r,inf,0.0
14,44243.64227115954,21.90658655303536,0.1,ps1__z,inf,0.0
15,44243.64227115954,21.427888593572746,0.1,ps1__g,inf,0.0
16,44243.64227115954,21.487645721836873,0.1,sdssu,inf,0.0
17,44243.64227115954,20.353634956943512,0.1,ps1__i,inf,0.0
18,44243.742271159535,22.162984528237878,0.1,2massh,inf,0.0
19,44243.742271159535,20.29477245407459,0.1,ps1__i,inf,0.0
20,44243.742271159535,21.268787872899946,0.1,ps1__z,inf,0.0
21,44243.742271159535,20.901528432072617,0.1,ps1__r,inf,0.0
22,44243.742271159535,21.088801851288366,0.1,ps1__g,inf,0.0
23,44243.742271159535,21.255541373546727,0.1,sdssu,inf,0.0
24,44243.842271159534,20.093563427144243,0.1,ps1__r,inf,0.0
25,44243.842271159534,19.818254104290844,0.1,ps1__i,inf,0.0
26,44243.842271159534,20.500553146847306,0.1,ps1__g,inf,0.0
27,44243.842271159534,21.249967646547184,0.1,sdssu,inf,0.0
28,44243.842271159534,21.851139103102785,0.1,2massh,inf,0.0
29,44243.842271159534,20.560330718327194,0.1,ps1__z,inf,0.0
30,44243.94227115953,21.40385341743593,0.1,2massh,inf,0.0
31,44243.94227115953,20.436998340801857,0.1,ps1__z,inf,0.0
32,44243.94227115953,19.834582521653214,0.1,ps1__i,inf,0.0
33,44243.94227115953,21.266530611365766,0.1,sdssu,inf,0.0
34,44243.94227115953,19.875661465778563,0.1,ps1__r,inf,0.0
35,44243.94227115953,20.29408823775694,0.1,ps1__g,inf,0.0
36,44244.04227115953,21.055354867360016,0.1,2massh,inf,0.0
37,44244.04227115953,19.825828367827288,0.1,ps1__r,inf,0.0
38,44244.04227115953,20.292775077582153,0.1,ps1__g,inf,0.0
39,44244.04227115953,19.915557926423737,0.1,ps1__z,inf,0.0
40,44244.04227115953,19.432832592625847,0.1,ps1__i,inf,0.0
41,44244.04227115953,21.325472444416345,0.1,sdssu,inf,0.0
42,44244.14227115954,19.72492361168029,0.1,ps1__z,inf,0.0
43,44244.14227115954,20.7859933940258,0.1,2massh,inf,0.0
44,44244.14227115954,19.732650703492254,0.1,ps1__r,inf,0.0
45,44244.14227115954,19.35752549984613,0.1,ps1__i,inf,0.0
46,44244.14227115954,21.364383911834707,0.1,sdssu,inf,0.0
47,44244.14227115954,20.130581678344466,0.1,ps1__g,inf,0.0
48,44244.242271159535,19.550485365718924,0.1,ps1__z,inf,0.0
49,44244.242271159535,20.63066737754246,0.1,2massh,inf,0.0
50,44244.242271159535,19.66579434993098,0.1,ps1__r,inf,0.0
51,44244.242271159535,19.23826676233056,0.1,ps1__i,inf,0.0
52,44244.242271159535,19.930802011456258,0.1,ps1__g,inf,0.0
53,44244.242271159535,21.680231182278096,0.1,sdssu,inf,0.0
54,44244.342271159534,20.26008531939182,0.1,2massh,inf,0.0
55,44244.342271159534,21.616741887193747,0.1,sdssu,inf,0.0
56,44244.342271159534,19.82854732489555,0.1,ps1__z,inf,0.0
57,44244.342271159534,20.001662354825562,0.1,ps1__r,inf,0.0
58,44244.342271159534,20.013382263872145,0.1,ps1__g,inf,0.0
59,44244.342271159534,19.13282005579278,0.1,ps1__i,inf,0.0
60,44244.44227115953,20.22567802208961,0.1,2massh,inf,0.0
61,44244.44227115953,21.843549450205217,0.1,sdssu,inf,0.0
62,44244.44227115953,19.699980169311683,0.1,ps1__r,inf,0.0
63,44244.44227115953,19.927420789940534,0.1,ps1__g,inf,0.0
64,44244.44227115953,19.722458082622303,0.1,ps1__z,inf,0.0
65,44244.44227115953,19.011894408850555,0.1,ps1__i,inf,0.0
66,44244.54227115953,19.97323419278474,0.1,ps1__g,inf,0.0
67,44244.54227115953,21.978254183820262,0.1,sdssu,inf,0.0
68,44244.54227115953,18.78528467815946,0.1,ps1__i,inf,0.0
