,jd,mag,mag_unc,filter,limmag,programid
0,44243.183644365505,27.491254147902385,0.1,ps1__g,inf,0.0
1,44243.183644365505,26.24460128886465,0.1,ps1__r,inf,0.0
2,44243.183644365505,30.49385261591212,0.1,ps1__i,inf,0.0
3,44243.183644365505,22.274230986179294,0.1,2massh,inf,0.0
4,44243.183644365505,26.391181528779715,0.1,sdssu,inf,0.0
5,44243.183644365505,28.145437842921503,0.1,ps1__z,inf,0.0
6,44243.2836443655,25.188988915105572,0.1,ps1__r,inf,0.0
7,44243.2836443655,25.849762181927932,0.1,ps1__z,inf,0.0
8,44243.2836443655,25.833236053001915,0.1,ps1__g,inf,0.0
9,44243.2836443655,25.21979411807582,0.1,sdssu,inf,0.0
10,44243.2836443655,27.736411953417182,0.1,ps1__i,inf,0.0
11,44243.2836443655,22.059998118779422,0.1,2massh,inf,0.0
12,44243.38364436551,21.726356878454283,0.1,2massh,inf,0.0
13,44243.38364436551,24.167786522888935,0.1,ps1__r,inf,0.0
14,44243.38364436551,23.95255612995391,0.1,ps1__z,inf,0.0
15,44243.38364436551,24.406977776091797,0.1,ps1__g,inf,0.0
16,44243.38364436551,24.288664568159604,0.1,sdssu,inf,0.0
17,44243.38364436551,25.533295737360486,0.1,ps1__i,inf,0.0
18,44243.48364436551,22.935452535097557,0.1,2massh,inf,0.0
19,44243.48364436551,24.5714712677537,0.1,ps1__i,inf,0.0
20,44243.48364436551,22.86538232537347,0.1,ps1__z,inf,0.0
21,44243.48364436551,23.586549614256903,0.1,ps1__r,inf,0.0
22,44243.48364436551,23.894160597206152,0.1,ps1__g,inf,0.0
23,44243.48364436551,23.979471873084613,0.1,sdssu,inf,0.0
24,44243.583644365506,22.91614631376384,0.1,ps1__r,inf,0.0
25,44243.583644365506,24.30281838753032,0.1,ps1__i,inf,0.0
26,44243.583644365506,23.441621685865865,0.1,ps1__g,inf,0.0
27,44243.583644365506,23.959331536415466,0.1,sdssu,inf,0.0
28,44243.583644365506,23.062705216485497,0.1,2massh,inf,0.0
29,44243.583644365506,21.94141376385625,0.1,ps1__z,inf,0.0
30,44243.683644365505,22.688118909928786,0.1,2massh,inf,0.0
31,44243.683644365505,21.55101014638365,0.1,ps1__z,inf,0.0
32,44243.683644365505,24.167351519060592,0.1,ps1__i,inf,0.0
33,44243.683644365505,24.044038651625122,0.1,sdssu,inf,0.0
34,44243.683644365505,22.666744206943214,0.1,ps1__r,inf,0.0
35,44243.683644365505,23.25985238633439,0.1,ps1__g,inf,0.0
36,44243.7836443655,22.652702508999063,0.1,2massh,inf,0.0
37,44243.7836443655,22.60384004994353,0.1,ps1__r,inf,0.0
38,44243.7836443655,23.31630687656891,0.1,ps1__g,inf,0.0
39,44243.7836443655,20.944651129642807,0.1,ps1__z,inf,0.0
40,44243.7836443655,23.799944454007264,0.1,ps1__i,inf,0.0
41,44243.7836443655,24.230180267986103,0.1,sdssu,inf,0.0
42,44243.88364436551,20.651123463325092,0.1,ps1__z,inf,0.0
43,44243.88364436551,22.55112587138398,0.1,2massh,inf,0.0
44,44243.88364436551,22.46335280435298,0.1,ps1__r,inf,0.0
45,44243.88364436551,23.843805916389627,0.1,ps1__i,inf,0.0
46,44243.88364436551,24.370418782648745,0.1,sdssu,inf,0.0
47,44243.88364436551,23.150423321585272,0.1,ps1__g,inf,0.0
48,44243.98364436551,20.452767705002625,0.1,ps1__z,inf,0.0
49,44243.98364436551,22.55202971458161,0.1,2massh,inf,0.0
50,44243.98364436551,22.404407518493827,0.1,ps1__r,inf,0.0
51,44243.98364436551,23.833939548460858,0.1,ps1__i,inf,0.0
52,44243.98364436551,22.989474510514132,0.1,ps1__g,inf,0.0
53,44243.98364436551,24.84643239550179,0.1,sdssu,inf,0.0
54,44244.083644365506,22.37563386476749,0.1,2massh,inf,0.0
55,44244.083644365506,24.936035537859155,0.1,sdssu,inf,0.0
56,44244.083644365506,20.691019106798873,0.1,ps1__z,inf,0.0
57,44244.083644365506,22.69552459128396,0.1,ps1__r,inf,0.0
58,44244.083644365506,23.099687158209278,0.1,ps1__g,inf,0.0
59,44244.083644365506,23.85881351101863,0.1,ps1__i,inf,0.0
60,44244.183644365505,22.633404871347867,0.1,2massh,inf,0.0
61,44244.183644365505,25.308402782709507,0.1,sdssu,inf,0.0
62,44244.183644365505,22.362827518934093,0.1,ps1__r,inf,0.0
63,44244.183644365505,23.071863136358182,0.1,ps1__g,inf,0.0
64,44244.183644365505,20.634356009323614,0.1,ps1__z,inf,0.0
65,44244.183644365505,23.869150570512776,0.1,ps1__i,inf,0.0
66,44244.2836443655,23.156906045165943,0.1,ps1__g,inf,0.0
67,44244.2836443655,25.565562823082786,0.1,sdssu,inf,0.0
68,44244.2836443655,23.678272917737658,0.1,ps1__i,inf,0.0
69,44244.2836443655,22.59238964614102,0.1,2massh,inf,0.0
70,44244.2836443655,22.42912950883293,0.1,ps1__r,inf,0.0
71,44244.2836443655,20.62012790166872,0.1,ps1__z,inf,0.0
72,44244.38364436551,23.643996166728613,0.1,ps1__i,inf,0.0
73,44244.38364436551,20.8583885946559,0.1,ps1__z,inf,0.0
74,44244.38364436551,23.387389853913167,0.1,ps1__g,inf,0.0
75,44244.38364436551,25.920964966586048,0.1,sdssu,inf,0.0
76,44244.38364436551,22.504752575493228,0.1,ps1__r,inf,0.0
77,44244.38364436551,22.872975750969804,0.1,2massh,inf,0.0
78,44244.48364436551,20.922548190558224,0.1,ps1__z,inf,0.0
79,44244.48364436551,23.949502554064047,0.1,ps1__i,inf,0.0
80,44244.48364436551,22.676281404804364,0.1,2massh,inf,0.0
81,44244.48364436551,25.967578617135814,0.1,sdssu,inf,0.0
82,44244.48364436551,22.568621780956825,0.1,ps1__r,inf,0.0
83,44244.48364436551,23.33158020852437,0.1,ps1__g,inf,0.0
84,44244.583644365506,22.839874183624893,0.1,2massh,inf,0.0
85,44244.583644365506,21.568152648883547,0.1,ps1__z,inf,0.0
86,44244.583644365506,26.036025423564656,0.1,sdssu,inf,0.0
87,44244.583644365506,22.63825262649893,0.1,ps1__r,inf,0.0
88,44244.583644365506,23.663900860969207,0.1,ps1__g,inf,0.0
89,44244.583644365506,24.016298216687577,0.1,ps1__i,inf,0.0
90,44244.683644365505,21.62960651999373,0.1,ps1__z,inf,0.0
91,44244.683644365505,25.76695453003584,0.1,sdssu,inf,0.0
92,44244.683644365505,22.912842217882865,0.1,ps1__r,inf,0.0
93,44244.683644365505,22.589629402171358,0.1,2massh,inf,0.0
94,44244.683644365505,24.088406644486305,0.1,ps1__i,inf,0.0
95,44244.683644365505,24.095499613007732,0.1,ps1__g,inf,0.0
96,44244.7836443655,22.951587251477346,0.1,ps1__r,inf,0.0
97,44244.7836443655,21.857122507073985,0.1,ps1__z,inf,0.0
98,44244.7836443655,24.47953288453192,0.1,ps1__i,inf,0.0
99,44244.7836443655,22.49899504446215,0.1,2massh,inf,0.0
100,44244.7836443655,24.373347770752947,0.1,ps1__g,inf,0.0
101,44244.7836443655,25.950784633196854,0.1,sdssu,inf,0.0
102,44244.88364436551,22.52862259891225,0.1,2massh,inf,0.0
103,44244.88364436551,22.13695280481446,0.1,ps1__z,inf,0.0
104,44244.88364436551,24.49297600091611,0.1,ps1__i,inf,0.0
105,44244.88364436551,23.202096470407216,0.1,ps1__r,inf,0.0
106,44244.88364436551,24.830481374072768,0.1,ps1__g,inf,0.0
107,44244.88364436551,26.03353912881807,0.1,sdssu,inf,0.0
108,44244.98364436551,23.37394577775914,0.1,ps1__r,inf,0.0
109,44244.98364436551,25.010699781041208,0.1,ps1__g,inf,0.0
110,44244.98364436551,22.300376126577582,0.1,ps1__z,inf,0.0
111,44244.98364436551,26.045140482253924,0.1,sdssu,inf,0.0
112,44244.98364436551,22.5579836036913,0.1,2massh,inf,0.0
113,44244.98364436551,24.7286951002914,0.1,ps1__i,inf,0.0
114,44245.083644365506,24.733674739010052,0.1,ps1__i,inf,0.0
115,44245.083644365506,25.25221855667977,0.1,ps1__g,inf,0.0
116,44245.083644365506,26.276961533195106,0.1,sdssu,inf,0.0
117,44245.083644365506,22.449095629082958,0.1,ps1__z,inf,0.0
118,44245.083644365506,23.62732196090857,0.1,ps1__r,inf,0.0
119,44245.083644365506,22.627801163688087,0.1,2massh,inf,0.0
120,44245.183644365505,25.813071752624047,0.1,ps1__g,inf,0.0
121,44245.183644365505,24.04309548299965,0.1,ps1__r,inf,0.0
122,44245.183644365505,25.058645850627077,0.1,ps1__i,inf,0.0
123,44245.183644365505,22.64108148209663,0.1,2massh,inf,0.0
124,44245.183644365505,22.51462854807221,0.1,ps1__z,inf,0.0
125,44245.183644365505,26.28359481685359,0.1,sdssu,inf,0.0
126,44245.2836443655,22.542128858454404,0.1,2massh,inf,0.0
127,44245.2836443655,23.813614623856655,0.1,ps1__r,inf,0.0
128,44245.2836443655,22.80016453687753,0.1,ps1__z,inf,0.0
129,44245.2836443655,26.670703444181804,0.1,sdssu,inf,0.0
130,44245.2836443655,25.89962630639712,0.1,ps1__g,inf,0.0
131,44245.2836443655,25.162476275157076,0.1,ps1__i,inf,0.0
132,44245.38364436551,25.087470827410748,0.1,ps1__i,inf,0.0
133,44245.38364436551,23.083112765554393,0.1,ps1__z,inf,0.0
