    0.185582344111209181E+03    0.661954564413755975E+02    0.328446572661525167E+02    0.147642517736945966E+01   -0.286651328678333428E-01   -0.197412556358605640E+01   -0.733792925032139998E+00   -0.733271498173705396E+02
    0.177118006422723511E+03    0.631548916744745483E+02    0.607005056254284412E+02    0.678849676000786828E+00   -0.129035739820901663E+00   -0.188361045267646143E+01   -0.528809056013119339E+00   -0.727250161092305092E+02
    0.163853062592190611E+03    0.526205217555533764E+02    0.816205282382662602E+02    0.146196025578581468E+01   -0.890138830787936541E-01   -0.181418668010007167E+01   -0.569472639882445897E+00   -0.722036710989481776E+02
    0.161302721375794874E+03    0.460631519781971548E+02    0.676190293009073855E+02    0.128160640080563737E+01   -0.316570190809510876E-01   -0.210504561033861837E+01   -0.778894836957160663E+00   -0.718220120452396316E+02
    0.196471093331350886E+03    0.618293000325797095E+02    0.567947134236647742E+02    0.132414296889692062E+01   -0.519932324614569286E-01   -0.192431266166433401E+01   -0.576205376447992634E+00   -0.717829123848398609E+02
    0.158067783513132611E+03    0.745896582507732120E+02    0.648362769470577547E+02    0.860326858076279066E+00   -0.304160632534946629E-01   -0.172808248066682779E+01   -0.620006206579633456E+00   -0.717349075912612051E+02
    0.197771301449520251E+03    0.463627081686432803E+02    0.832403811616605225E+02    0.645726588652597688E+00   -0.350891039921816805E-01   -0.198702248022357320E+01   -0.515174532733781110E+00   -0.711783293115665572E+02
    0.172000376901885659E+03    0.689175158008802669E+02    0.490550997084655691E+02    0.151417270304757534E+01   -0.592889392304130070E-01   -0.169168870621812384E+01   -0.519507659370906261E+00   -0.711516518063148879E+02
    0.172543567757148878E+03    0.633978803644326092E+02    0.856352675931382379E+02    0.283864721590772695E+00   -0.813031868511109312E-01   -0.186674056160555502E+01   -0.560076703539941434E+00   -0.710611850435066543E+02
    0.173618576229899304E+03    0.456485102079745531E+02    0.867414690191258444E+02    0.117027708688429577E+01   -0.223929656980299541E-01   -0.202720458631145650E+01   -0.580732479563039750E+00   -0.706337965984100862E+02
    0.184785112006289353E+03    0.515387305504979381E+02    0.662917887744125522E+02    0.119960920590710796E+01   -0.584522498210529040E-01   -0.175404452430224067E+01   -0.512864466966322041E+00   -0.705715757459292661E+02
