KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
19.485893087109066,-1.6594091489008447,-1.4273627125989181,2.2769461808388596,194.5317365787429,1.7381212343370716,1.1277186265714447
