KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
39.17339308710906,-1.7465652701952377,-0.8664537037760371,86.24196075809833,161.55652996717265,1.5375039503864536,1.0577186265714447
