chirp_mass mass_ratio EOS alpha zeta
1.5825069631412731 0.6771186833744296 4328.467941455367 -0.00025538751322486266 0.9274869822337894
1.4459410197514957 0.6668383404736776 4533.838489001624 -0.000573257336140853 0.882009418661412
1.469802965233407 0.6802287213162481 4732.9255042183295 0.0001777952754199086 0.9788527386186756
1.5073638215078287 0.6238654947651443 4928.966995994121 0.00013499417365948915 0.7298356896566336
1.4404170293522975 0.6239995255028759 4787.523840021788 -0.0005045861989365391 0.696157060923648
1.5037965445666401 0.6077303131794622 4914.528264205152 -0.00027696594529342064 0.7155564657120553
1.5374483636235805 0.6698030180599088 4189.549375121268 -0.00035286941019371055 0.9170657707430427
1.4400397962944909 0.6592252409975796 4329.086747070256 -7.857113081160725e-05 0.8938861839188833
1.5278449175580793 0.6782084860329526 4815.695703032037 0.00024660459941264765 0.9398524401193766
1.5278449175580793 0.6782084860329526 4815.695703032037 0.00024660459941264765 0.9398524401193766
1.5560566853014048 0.6463795290524998 4634.83792180954 4.862564732064659e-05 0.8440174735293792
1.5883888768251253 0.600446130467603 4210.555128187537 -0.00033904376242149576 0.6740949239002664
1.4219738419881514 0.6409709087653341 4443.044344109329 -0.0003016654974192065 0.8501203897430861
1.4526395324232453 0.6505673058007585 4793.708121158678 -0.00040235355780324293 0.8213965618743233
1.502669256535511 0.6573072587713458 4270.592277309881 -0.000356324911873676 0.8760618728053761
1.6413207855161063 0.6202390727986755 4201.909107879445 -0.00025693644212126666 0.7531046301730936
1.3291579210193567 0.6752274170331146 4285.062524258107 0.0001117551136068539 0.972728871707027
1.403444204361214 0.6613342335030278 4513.85804571898 0.0006460163463261571 0.8742024967152098
1.4130443801065988 0.6582662058787629 4514.683494215199 -0.00023958689579102384 0.8615753356467177
1.4130443801065988 0.6582662058787629 4514.683494215199 -0.00023958689579102384 0.8615753356467177
1.4412399721340625 0.6732121555513086 4765.697569016722 0.000717485532537087 0.990112725050223
1.4412399721340625 0.6732121555513086 4765.697569016722 0.000717485532537087 0.990112725050223
1.3910390942243356 0.6516169230529997 4809.631521867865 -7.321812930711966e-05 0.8764979528738619
1.3910390942243356 0.6516169230529997 4809.631521867865 -7.321812930711966e-05 0.8764979528738619
1.4394047686367704 0.6595058950103299 4430.414533874534 0.0004776922282571435 0.8963729179258914
1.513815701520966 0.6752114854149885 4683.934243536709 -0.0001254964575991291 0.9510321744295993
1.513815701520966 0.6752114854149885 4683.934243536709 -0.0001254964575991291 0.9510321744295993
1.4978659556000595 0.6018907835286396 4672.713166446758 0.0001421746310518813 0.7161008136750986
1.4978659556000595 0.6018907835286396 4672.713166446758 0.0001421746310518813 0.7161008136750986
1.44373927514016 0.6549586688898748 4892.2914605568185 0.00022972290841998186 0.8281339135306574
1.4405290399036934 0.6755141919762206 4855.747414641804 -0.00015847491309726506 0.9736409775581238
1.4405290399036934 0.6755141919762206 4855.747414641804 -0.00015847491309726506 0.9736409775581238
1.4939268379530963 0.6338885344664216 4554.160896741282 0.00010321073586544063 0.8057250484957673
1.41722946633316 0.6640849283164464 4146.462573066508 -7.649486599097881e-05 0.8971974640219874
1.4291271998540909 0.6794906469867049 4601.992334097516 -2.4213465752903692e-05 0.9877292311744428
1.4291271998540909 0.6794906469867049 4601.992334097516 -2.4213465752903692e-05 0.9877292311744428
1.3682431507967898 0.6561086823884901 4138.037128667291 2.2618148555974657e-05 0.8675548106977774
1.4678822884258877 0.6671581362827439 4676.199904120787 -0.00011187456235811933 0.9691767572013741
1.5268371634677185 0.6751494369459103 4821.075199103749 -0.000656445316912937 0.9623684382428511
1.4542181382368435 0.6721305617906932 4915.159911480041 -7.801549925926389e-05 0.9769199224454973
1.4542181382368435 0.6721305617906932 4915.159911480041 -7.801549925926389e-05 0.9769199224454973
1.4891754697867179 0.6702827476093957 4970.943276730135 -0.00033843926753279936 0.9630856898109383
1.4545796143936716 0.6723783052173852 4162.678980539477 -0.0005191180076040133 0.9191991567005411
1.4799844684696613 0.6666087014356115 4248.004007350867 -0.000495028066784028 0.9348969680532347
1.469701324999237 0.654224965946672 4197.719679934207 0.0003302543371559283 0.8823758171314645
1.3850291344373948 0.6531885608058849 4337.941474373864 0.00013955506842655143 0.857358432174356
1.3937992280787341 0.6670499497578113 4318.394487978133 -0.00039877958089269293 0.9554519454005561
1.466200081484697 0.6685251647839339 4248.245919126816 -0.00043842015305147077 0.9468614560358799
1.4793998132197121 0.626242720259739 4882.844193367948 0.00036764014842475336 0.7812202282845803
