mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.3690002392691074,1.2620073055113534,,,,,,
,,41.14681424453883,-2.2567049113733413,-1.4147675334483505,82.36966814164342,114.64084141539469,-0.11586145147978544
