KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
37.29839308710906,-2.5106638293555537,-0.9752750005110904,67.87461381932282,166.26727376882556,1.1671335800160834,1.1177186265714445
