luminosity_distance KNphi KNtheta timeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
43.33997841850965 20.440883655160203 30.65077379632728 -0.6102759800812965 -2.6354697088057977 -2.7116772434694743 0.0 -319.02059653929393 -17.111347423968603
42.62616846756094 15.690537489377233 54.55019539359691 -0.6295966153990331 -2.6716024836346084 -2.694404064983578 0.0 -316.56833245732736 -17.111347423968603
43.60914361896432 31.4054552914137 14.70990980769685 -0.5761179770815261 -2.8261522840953 -2.5484283541635 0.0 -316.32641844781887 -17.111347423968603
45.77087910673281 22.597675210100984 12.889232334203559 -0.5749358606737383 -2.6466872712984744 -2.721056237708242 0.0 -315.80076354314025 -17.111347423968603
45.87047159499235 26.406803260398313 18.521940959331104 -0.6384027612535168 -2.881435663827532 -2.679755383133412 0.0 -315.47253054933316 -17.111347423968603
46.09478846888478 29.584674234352672 9.176275191490223 -0.549146898211192 -2.657380804574369 -2.6322289765109432 0.0 -315.42961754047906 -17.111347423968603
48.13087171014794 28.471845539228976 3.5285291096465197 -0.5399803519298478 -2.9360390807662187 -2.6690527770373897 0.0 -315.2420978211045 -17.111347423968603
47.67374431162577 23.938462627577266 6.534310672014653 -0.5659789906465538 -2.6065667787456146 -2.6763868094332564 0.0 -314.89477784544675 -17.111347423968603
44.19127122106468 35.020250211850694 28.484471379081118 -0.5396045700681267 -2.92329278822065 -2.7075654784906353 0.0 -314.5473651686713 -17.111347423968603
47.66574935052087 25.42327756345101 9.524275989396378 -0.5560411998948327 -2.976292745217094 -2.6515233739397313 0.0 -314.30640320962084 -17.111347423968603
45.52551478014959 31.19890910798196 21.68063975730839 -0.5409526593526175 -2.841363271467978 -2.7673997207506287 0.0 -314.16617714396455 -17.111347423968603
45.29085333964044 31.071973908969102 26.7132611627757 -0.5259128872614787 -2.844906143429643 -2.6809435699984983 0.0 -314.0034097446115 -17.111347423968603
