mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.838036961132984,1.4515232314746205,,,,,,
,,36.99898336170476,-2.94107866049429,-2.1495575791402874,46.2986212474317,74.45105473224835,-0.2823473152021152
