KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
63.688234411267544,-1.7446015812270335,-0.9855974508801507,78.29088858907905,87.25427859756229,2.155822522044728,1.2713374303874763
