mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
2.167845304418969,1.3209116177499782,0.5956450136698261,181.654527657744,-1.916338997508987,-0.3964924989831844,0.13362098408978945,0.06912067596277904,0.17662898277148376,0.3538454754518439,71.05068556420474,-6.225641976189564,-1.0783862586573825,0.9448907009336989,0.13362098408978945,0.06912067596277904,0.039800736174683715,0.0,62729.84944601315
