mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.8866666795187164,1.2472076917724446,,,,,,
,,28.23804787028324,-1.7821437762875214,-1.474328514036129,56.25524563484994,164.4522484500903,0.11737654066027636
