KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
51.82964308710906,-2.065010613561338,-1.1299169643455187,33.501435976757215,94.0358688101478,1.5066397528555895,1.2277186265714446
