timeshift KNphi inclination_EM log10_mej_dyn log10_mej_wind em_syserr luminosity_distance Ebv log_likelihood log_prior
-0.6676321589738761 16.318720307827 0.9616322811277299 -2.692899957381277 -1.1513139613104975 1.2022758708167316 39.48561757061976 0.0 -31.871830432071487 -13.240031806899463
-0.591391099650739 21.01775038472463 0.3146973486250426 -2.002104350568655 -1.0993151713141605 0.6513167465116063 50.895625562378456 0.0 -31.57281551755076 -13.240031806899463
-0.13248107821069155 26.999020769281543 0.39843075381907633 -2.3025703328850318 -1.4656940461442989 0.881169288847033 28.390282414291388 0.0 -31.13468821982956 -13.240031806899463
-0.1581183224449232 19.458760611078603 1.100078833832596 -2.794000601774105 -1.3797969498644669 0.772353058913297 21.51104360720552 0.0 -30.85621548531786 -13.240031806899463
-0.7677157554030671 29.2274681704128 0.927068280236038 -2.477033671982213 -1.0160149705967965 0.7179407138254705 40.111486292803036 0.0 -30.224251463779144 -13.240031806899463
-0.9883236635259438 19.322419395896517 1.2633477424981712 -2.9394875887483103 -1.1705391272784746 1.0746383579920906 29.410617974377416 0.0 -30.199893975045228 -13.240031806899463
-0.5229089514368397 19.644464558772206 0.6732354658793767 -2.522666319388872 -1.1006578867921337 1.004862189787816 47.902252834215595 0.0 -29.651359104842427 -13.240031806899463
-0.3051171706094946 35.000027392145356 0.7402090039564868 -2.024818609406918 -0.9915481785612517 0.8098753352944825 47.40122522504357 0.0 -29.498925353811252 -13.240031806899463
-0.8641424506019337 32.27934139620892 0.7930192508507268 -2.8045416568739627 -0.90396923331637 0.6378369818278615 55.58562871648984 0.0 -29.362028647098114 -13.240031806899463
-0.8741765007425153 19.07080487920856 0.8594671086213883 -2.927175679027274 -1.0476224081378946 1.0931556935910218 36.69594046663376 0.0 -29.294292097937763 -13.240031806899463
-0.7815056295922664 32.84434723439723 1.2435640394226268 -2.6897869324310415 -1.019901548874774 0.7618512533596041 37.41575673075465 0.0 -29.233679149549747 -13.240031806899463
-0.5053959670553709 24.39972630351589 0.738473481511921 -1.9093402556841967 -0.898078089841978 0.7964316040622873 59.84999138007451 0.0 -29.202737291286706 -13.240031806899463
-0.5915805508617824 17.361806191907483 0.5674245217035194 -2.3272759722607734 -1.0829359757760715 0.6671528722088818 40.746077370493175 0.0 -29.135159723341673 -13.240031806899463
-0.6603352188427465 39.35882848660777 0.6891691518945695 -2.656974544885689 -0.9559912238988135 0.9292824821808319 45.51811892315149 0.0 -28.93567884121241 -13.240031806899463
-1.078780591010247 31.22867777579539 0.8184710562638844 -2.747303825126368 -0.9282539458813264 0.7496623754119629 36.350883662913446 0.0 -28.84998335842979 -13.240031806899463
-0.16968922886736504 16.243697918567094 0.770927674555197 -2.853661562848007 -1.3146669971280707 0.9727011433956512 31.891827076264427 0.0 -28.770217479432045 -13.240031806899463
-1.0969323107711109 30.395011904737174 1.2134434793229127 -2.80468984208417 -1.0054221810323072 0.6002141483198173 36.32557378656065 0.0 -28.600351215988454 -13.240031806899463
-0.9710462459529614 18.13873574907493 0.35641035997304954 -2.5890983602376965 -1.0170498629114961 0.8943450169126956 46.727241408828974 0.0 -28.502123878454753 -13.240031806899463
-0.2180205594508351 26.76770614871007 0.3122766019245909 -2.1479156429370185 -1.3690214880540141 0.8216347409700162 35.162945212669186 0.0 -28.39620201031145 -13.240031806899463
-0.2437561676794413 42.083977200593345 0.4959351632736117 -2.4838806130299194 -1.1101516815295525 0.7716755182972486 40.157530307506704 0.0 -28.381341248405793 -13.240031806899463
-0.5094917590460541 50.566793501736264 0.31494630253047723 -2.1459064839832953 -0.9062670298078144 0.7651698581425683 52.26285214397482 0.0 -28.329951034374844 -13.240031806899463
-0.7442697514769936 34.48487267357217 0.35328065297329475 -2.9120534531994373 -1.08442377723913 0.6138749364919468 34.060236685217575 0.0 -28.32560771864331 -13.240031806899463
-0.2566914246629839 20.39047696710632 1.0762489761097767 -2.85706288384291 -1.1940377760404828 0.9591140488522738 30.717004922999056 0.0 -28.29833060203093 -13.240031806899463
-0.2882049937075237 21.376868212471965 0.3487012952759191 -1.9995827081372428 -1.1414725354571766 0.7188255323055994 36.31307310586793 0.0 -28.278412114705944 -13.240031806899463
-0.32340445993073885 38.36659717303341 0.2040341578877742 -1.9972121657506146 -1.1516880750090404 0.7184511148388825 51.062732669119384 0.0 -28.27147638746002 -13.240031806899463
-0.6667583576172103 31.08120097033805 0.769890916517709 -2.7813966601057682 -0.9380051293544853 0.9893085700573612 48.0586276157435 0.0 -28.262337663754376 -13.240031806899463
-0.6796918876079028 25.72297089032854 0.6447094654261443 -2.814659508009147 -1.0715171708526414 0.33999457373820163 46.13698959940285 0.0 -28.251955068702145 -13.240031806899463
-0.32311933622474065 30.24812745404892 0.4300347043504986 -2.814721431965629 -1.01721990703082 0.9988130393829537 49.171040687959696 0.0 -28.175555907906066 -13.240031806899463
-0.8364997035838098 35.0720572340516 0.29317128097692774 -2.666350177610461 -0.9544098322881369 0.7538001392147398 56.035707941677444 0.0 -28.053310409891765 -13.240031806899463
-0.4748728602567107 44.65443725217469 0.16609049750300026 -2.9464045119833315 -0.9442298672374321 0.4616746480597876 43.528796577769775 0.0 -28.026416540580662 -13.240031806899463
-0.39272238968178197 30.875351282844335 0.531544871831947 -1.9146312410673387 -0.902438547128998 0.9426910073343469 54.8593748651122 0.0 -28.016615552955294 -13.240031806899463
-0.3962282286413519 19.854250531460007 0.2900977169420402 -1.7153854044497991 -0.9923739377193446 0.6854957635660266 60.11137045675705 0.0 -27.99335544595919 -13.240031806899463
-0.3403873608968411 21.550160368808243 0.14719380080547928 -2.123879963043369 -0.9824389269477294 0.8982696923172904 57.948035817218745 0.0 -27.933650638554933 -13.240031806899463
-0.5874002004975942 24.278183066828277 0.8639781182578777 -2.5544343850661617 -0.9417201799457 0.8087386531319987 56.29005221865987 0.0 -27.8574987903903 -13.240031806899463
-0.7534794296079816 16.344573459897465 0.2759052217730097 -2.8362766428030532 -1.0294736074396948 1.0162398391622096 46.38219697521489 0.0 -27.841817707626355 -13.240031806899463
-0.6412715177164463 39.88972895463399 0.7636904971467579 -2.8394783408937956 -0.9836134096751425 0.7520413787480814 37.34305454663277 0.0 -27.818969610819536 -13.240031806899463
-0.8923872911716391 18.098810553414978 0.06489344351991998 -2.6669871324564456 -1.0015838402418367 0.5536103084194712 54.67224804249635 0.0 -27.809074061865488 -13.240031806899463
-1.0310314272836862 56.0620582896494 0.13796740890209225 -2.9509107163679573 -1.0180826707571429 0.6794158721634608 38.01876141862003 0.0 -27.80626517159768 -13.240031806899463
-0.4557516759761926 19.643353011339634 0.796276673107631 -2.8145052899833938 -1.2222359908474922 0.5401219886455847 44.75250435376486 0.0 -27.74802192686814 -13.240031806899463
-0.4049045693250086 44.71205821102164 0.8399154953865513 -2.9928611217860186 -1.003129344598702 0.8558496704176957 39.59379989747016 0.0 -27.435983573107045 -13.240031806899463
-0.25471878098144174 23.289195738804676 0.3679147243374525 -2.7266274201860754 -1.298962458821933 0.9326094556088405 32.58642352129254 0.0 -27.389693287594753 -13.240031806899463
-0.5475787943489205 45.43347895732837 0.22632620362314565 -2.971965954268511 -1.1129074274862574 0.4181202656434479 35.9248518334516 0.0 -27.295041068108596 -13.240031806899463
-0.23004870587916582 31.65189990463667 0.2703806351211057 -2.9409325971307982 -1.2062569086957597 0.7495831719051395 42.929228432454906 0.0 -27.261592859042366 -13.240031806899463
-0.31889686834077047 31.19903364517092 0.5133253884073293 -2.946775829188074 -0.9807225896746645 0.9144549647536242 44.35085973723547 0.0 -27.24845692171617 -13.240031806899463
-0.26388402236586117 27.86424625925548 0.44862978493441247 -2.336562101605806 -1.3669214369713958 0.5368088235394184 29.40418264958552 0.0 -27.22076324657604 -13.240031806899463
-0.4677487518241845 33.32339206894318 0.14151625228531894 -2.050389683867973 -0.9911583037432776 0.5532946556485487 60.43283767090612 0.0 -27.158868256186302 -13.240031806899463
-0.8902162598505443 22.654390632525008 0.2050004376375815 -2.8182310703245568 -1.148871170055274 0.5931204420014468 44.21818616450902 0.0 -27.157663838143673 -13.240031806899463
-1.1985039179356782 40.84250351792306 0.4729444550245564 -2.8358958851083815 -0.9697323873931312 0.6297620956241723 40.85190578652715 0.0 -27.12755564190396 -13.240031806899463
-0.6472950328203826 21.311673351342968 0.6720655540448739 -2.383531290919575 -0.9552525179594986 0.7471787433994759 54.90059682714663 0.0 -27.10166694542417 -13.240031806899463
-0.30795045642727725 27.191064487097172 0.3815035895949997 -1.8627220716335655 -1.166525010782106 0.8061080288406197 45.3989342102181 0.0 -27.07658355767724 -13.240031806899463
-0.8945770425767101 29.58062679099873 0.7315517655952624 -2.822709632841018 -0.9723091622509872 0.8408210635812721 39.371452046566276 0.0 -27.014785947288765 -13.240031806899463
-0.4117392345861237 33.161946583443736 0.14283232467327858 -1.692390409302488 -0.9207277047071274 0.8596169830288973 54.448645988873174 0.0 -26.98350644583652 -13.240031806899463
-0.9370354794215103 27.950495457588268 0.3622929305504677 -2.90896327801768 -0.9645766825676205 0.9104202580799794 41.251913077658315 0.0 -26.936867961842974 -13.240031806899463
-1.146961114754351 18.084534765776485 0.26991986506167337 -2.6223894502172636 -0.9657058902922855 0.838164546751496 44.53386380008661 0.0 -26.931251431134747 -13.240031806899463
-0.5632327680688922 51.63421980898539 0.00697679980233633 -2.801268578959228 -1.0787288715488876 0.7776368149014541 46.68016426645594 0.0 -26.912069372347933 -13.240031806899463
-0.39524923420176616 30.65841702647763 0.49205242812368394 -2.76144076429174 -1.2296605139191246 0.8088975518240771 42.44977354136616 0.0 -26.907020770422527 -13.240031806899463
-0.44090366054055075 32.8957052703404 0.6383976949596695 -2.486777248867036 -1.0045499096695751 0.7447930012902293 51.968054663490975 0.0 -26.894657745632756 -13.240031806899463
-1.0492634879498794 43.151144847699285 0.3820629078785217 -2.871101012268025 -0.900367253643314 0.5355987036761074 43.63842196759002 0.0 -26.83309982798418 -13.240031806899463
-0.5664898369440801 42.03857519943489 0.036039535565403985 -2.772628958202417 -1.0040037627464746 0.8949683382444453 45.64716756661574 0.0 -26.830609204155063 -13.240031806899463
-0.9137309346419809 20.905358503612735 0.4013297794074977 -2.834199985494828 -1.1573147688965446 0.6672010964155262 41.951193276191916 0.0 -26.800585156279332 -13.240031806899463
-0.8013602136632825 25.711846504670476 1.238381774594298 -2.9510617898726212 -1.236169525463132 0.6321336197321725 30.60264013959397 0.0 -26.775497863571047 -13.240031806899463
-0.5786625720263867 25.708160731710834 0.482184528063098 -2.5722139204488244 -1.0718994886494746 0.46106179316605767 43.881926154917075 0.0 -26.769983683451436 -13.240031806899463
-0.28250712203957207 34.23096877554843 0.4427658604004102 -2.49289654547174 -0.9427609681172107 0.7813703990609155 46.40867888537546 0.0 -26.750136202764104 -13.240031806899463
-0.3351806735978844 21.475231429317475 0.38620495058176374 -2.7186626269108807 -0.9836901702769885 0.5910071712852898 59.427909773321545 0.0 -26.716382225502315 -13.240031806899463
-0.8463335756651658 28.7140563158423 0.5550785872146753 -2.9866261200775512 -1.2254271696558852 0.641585693209938 36.22197247526866 0.0 -26.69389456390219 -13.240031806899463
-0.5045920064913663 48.54178455399762 0.21059210490636948 -2.8067113281465184 -1.0766378776637917 0.8031123241823137 39.24432534218811 0.0 -26.681076740156158 -13.240031806899463
-0.35944814012039394 20.85302716633968 0.165076770403894 -2.9099501088867896 -1.305032750985401 0.9042321020548443 36.38268862487976 0.0 -26.67582923420401 -13.240031806899463
-0.7827664154318157 16.328942144194503 0.6613703865977146 -2.5611636867026615 -1.063799902545982 0.6600066828599315 46.49745391159926 0.0 -26.658082305980663 -13.240031806899463
-0.3308465760963646 40.13256165150127 0.2308172167098812 -1.897219678271647 -0.9084173743440949 0.7290291405961729 56.21868554112858 0.0 -26.61557576930293 -13.240031806899463
-0.8348863079171291 19.956645667211646 0.6910018015946547 -2.57009347441074 -1.0099693071814893 0.5446732903462678 43.58438707629846 0.0 -26.59367370351186 -13.240031806899463
-0.7301494669490722 22.961974514310725 0.5473861289992447 -2.744479090733207 -0.960910150660911 0.6873556588753574 57.940932299564444 0.0 -26.59127455838765 -13.240031806899463
-0.5371978228940755 45.07879550133598 0.25839980879431484 -1.8274973278812636 -0.8908650733931296 0.6823022591372088 56.365511376960974 0.0 -26.55141045227746 -13.240031806899463
-0.3825457088650639 35.71402253074489 1.2669796356013836 -2.765554031330948 -1.0827465549413615 0.657951193109547 31.629005802668225 0.0 -26.472859065333992 -13.240031806899463
-0.8514680743682295 15.776973037101033 0.47950736143667605 -2.7011037552235706 -1.101414069679628 0.535349957627495 45.299737446484485 0.0 -26.45239708620835 -13.240031806899463
-0.47030836781771335 34.454342032361154 0.3570990362024646 -2.8570131375102776 -0.9861218372141953 0.9065317551333665 45.32569241128072 0.0 -26.443217392237052 -13.240031806899463
-1.3141344545907003 25.82383040666511 0.029272341981282125 -2.8348451151750957 -0.943601265181433 0.8611883292623881 45.51606882225091 0.0 -26.43905162313299 -13.240031806899463
-0.5013193144862962 42.558452977848624 0.3627809493999373 -2.677249021484909 -1.1178353260448053 0.6561937782675683 40.730869376222145 0.0 -26.4267358913348 -13.240031806899463
-0.4909200071797226 47.41783316457704 0.16189656749387915 -2.705121379325642 -0.994522334556871 0.7923871445526385 50.94630038456464 0.0 -26.411122501882932 -13.240031806899463
-0.34134088757634906 41.44123395258375 0.36531914211754096 -1.9696841118413992 -1.1560531616745109 0.7532440712559207 39.48778107971856 0.0 -26.404867391913847 -13.240031806899463
-0.4454209459540701 52.0210775767841 0.1759187544328088 -2.8703076904028206 -1.1690333239676955 0.6785787546973332 33.62623704619129 0.0 -26.404612330033174 -13.240031806899463
-1.065926685037721 31.271113021635376 0.6802075504782185 -2.816455648628975 -0.952223843648021 0.5236845877749534 46.62177263415129 0.0 -26.366566376865613 -13.240031806899463
-0.3494313545856711 41.590777439633115 0.632414933230327 -1.9869773608670322 -0.9090717128692463 0.6821044336061141 45.83618835747845 0.0 -26.36577218626138 -13.240031806899463
-0.2998248391092675 46.04687892290538 0.7065643493477894 -2.8120598126429583 -1.0726261886034825 0.7505544927618613 38.30666165127667 0.0 -26.36390255299066 -13.240031806899463
-0.6965830588738875 15.387675582662187 0.8529408075280851 -2.3483191097858147 -0.9558202928864454 0.4813864053235677 47.082209459712814 0.0 -26.336407297997027 -13.240031806899463
-0.4843246603368563 17.09457282222767 0.3119502470182717 -2.6098404051722417 -0.9926430594012017 0.8475041655334683 44.94539860996204 0.0 -26.326061190816215 -13.240031806899463
-0.580115169881978 31.015276256347477 1.1640091722923183 -2.6744630223463726 -0.9230744116743594 0.7732649576467576 45.659397711348795 0.0 -26.320602579745184 -13.240031806899463
-0.2288329136099012 23.42679481386503 0.6051271167629823 -2.3496001284086994 -1.3274303964203775 0.7497143038567549 30.448839340271693 0.0 -26.30939680536601 -13.240031806899463
-0.41480835558870144 35.54189120779236 0.3485631184401014 -1.812254227689552 -1.0991948710297308 0.5219987972708025 47.03013558021453 0.0 -26.28412471791907 -13.240031806899463
-0.36597409051820584 20.981387662594365 0.4949054397701194 -2.081502093648728 -0.9291363785273481 0.8490626776483063 54.16064566196181 0.0 -26.24291309512967 -13.240031806899463
-0.9523040859132124 27.863355524640767 0.5305663140147135 -2.5688377182112037 -0.9237050042143602 0.6370949230880484 47.93103774882622 0.0 -26.241831550537576 -13.240031806899463
-0.840932975600146 22.484253800054017 0.502430176344273 -2.841038774126345 -0.9321400059507761 0.5278691158603075 56.49254675104296 0.0 -26.197809343460822 -13.240031806899463
-0.4407962191160344 30.673113919998478 1.1591999289797021 -2.6567782164879423 -1.086658776228635 0.6060842234334247 38.81481668153883 0.0 -26.18802630683363 -13.240031806899463
-0.43633401281767537 27.865754531089404 0.046424171216317124 -2.6839132707327122 -1.2551720217629345 0.7216876823037516 42.53785273468931 0.0 -26.151215025631373 -13.240031806899463
-0.4360970361662595 38.98998679468116 0.559518496457026 -2.573145499228068 -0.8997215079842602 0.8373089335880168 48.067858226087296 0.0 -26.149726434610372 -13.240031806899463
-0.28157484747915085 20.12277915853831 0.3849865330895325 -1.9273332882191128 -1.2408173799772952 0.6854332482327257 39.37713423405842 0.0 -26.14530152001875 -13.240031806899463
-1.2474736488773788 21.68073170565931 0.5722084010638563 -2.7772959440575944 -0.9288303339522488 0.7388563039670354 50.01024270840965 0.0 -26.13491307463238 -13.240031806899463
-0.4570855479255638 42.438547303978275 0.15461578966204698 -2.7240313971591528 -0.8990213697325136 0.8510760539371987 52.62141055626288 0.0 -26.106310545575433 -13.240031806899463
-1.1761781370597255 29.310270241126858 0.3138702120683997 -2.7476984838121945 -0.9109860647431003 0.7831564186173576 50.26021025243887 0.0 -26.09931583998097 -13.240031806899463
-1.1298878486974928 28.429426712127047 0.18471748789137768 -2.715757845177251 -1.0084123646722793 0.6579768978421836 46.18239675799198 0.0 -26.070949739231054 -13.240031806899463
-0.7963987261251608 26.86882084351586 0.9051258188370954 -2.899026660372636 -0.9574019962285965 0.6973838994752891 36.899935591684084 0.0 -26.068598880480042 -13.240031806899463
