mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.5815722992223886,1.2056619750113189,,,,,,
,,60.13017693955598,-1.943533467477799,-1.3089751833573744,79.39213043624503,60.542138835407094,-0.19704570264216992
